0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,25,0,1,2,1,5,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
0,20,136,19,19,33,7,27,1,0,0,1,3,1,33,0,2,0,1,2,1,0,4,0
0,1,19,3,1,5,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5,22,2,2,40,2,18,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0
0,2,18,2,8,109,2,29,0,0,0,0,2,0,17,0,0,0,0,0,0,1,0,0
0,4,23,10,11,40,8,9,0,1,0,0,3,0,6,0,0,0,0,5,1,0,4,0
0,4,9,0,6,15,0,140,5,0,0,0,0,0,33,0,1,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,5,0,7,8,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,7,1,7,8,2,24,1,0,0,0,1,0,68,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,0,2,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,12,1,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,2,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
