0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,6,0,0,0,2,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0
0,32,90,0,0,5,10,96,0,0,0,0,0,0,35,3,0,0,7,2,0,0,30,0
0,1,9,0,0,0,2,11,0,0,0,0,0,0,3,0,0,0,1,0,0,0,8,0
0,10,11,0,0,22,7,32,0,0,0,0,0,0,16,2,0,0,1,1,0,0,7,0
0,16,8,0,0,95,3,33,0,0,0,0,0,0,22,0,0,0,1,1,0,0,11,0
0,9,9,0,0,2,20,54,0,0,0,0,2,0,7,1,0,0,10,4,0,0,7,0
0,34,1,0,0,2,4,126,1,0,0,0,0,0,24,0,0,0,0,0,0,0,21,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
0,1,2,0,0,1,1,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10,6,0,0,2,5,14,1,0,0,0,0,0,71,0,0,0,0,0,0,0,15,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,2,1,0,0,1,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
